Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Age Group,Promotion Gap,Early_Stage_Risk,Risk_Score,Predicted_Attrition
25,0,Travel_Rarely,891,Sales,4,2,Life Sciences,2,Female,99,2,2,Sales Executive,4,Single,4487.0,12090,1,1,11,3,2,0,5,3,3,5,4,1,3,Core Contributor,4,0,0.29047567242414557,0
37,0,Non-Travel,1063,Research & Development,25,5,Medical,2,Female,72,3,2,Research Scientist,3,Married,4449.0,23866,3,1,15,3,1,2,15,2,3,13,11,10,7,Senior/Management,3,0,0.08846643316285874,0
31,0,Travel_Rarely,329,Research & Development,1,2,Life Sciences,4,Male,98,2,1,Laboratory Technician,1,Married,2218.0,16193,1,0,12,3,3,1,4,3,3,4,2,3,2,Core Contributor,1,0,0.1358822759983388,0
39,0,Travel_Frequently,1218,Research & Development,1,1,Life Sciences,2,Male,52,3,5,Manager,3,Divorced,19197.0,8213,1,1,14,3,3,1,21,3,3,21,8,1,6,Senior/Management,20,0,0.04622104868221827,0
56,0,Travel_Frequently,906,Sales,6,3,Life Sciences,3,Female,86,4,4,Sales Executive,1,Married,13212.0,18256,9,0,11,3,4,3,36,0,2,7,7,7,7,Executive/Late Career,0,0,0.1309918090592319,0
30,0,Travel_Rarely,1082,Sales,12,3,Technical Degree,2,Female,83,3,2,Sales Executive,3,Single,6577.0,19558,0,0,11,3,2,0,6,6,3,5,4,4,4,Core Contributor,1,0,0.14715442248463584,0
41,0,Travel_Rarely,645,Sales,1,3,Marketing,2,Male,49,4,3,Sales Executive,1,Married,8392.0,19566,1,0,16,3,3,1,10,2,3,10,7,0,7,Senior/Management,10,0,0.053657891963854405,0
28,0,Travel_Rarely,1300,Research & Development,17,2,Medical,3,Male,79,3,2,Laboratory Technician,1,Divorced,4558.0,13535,1,0,12,3,4,1,10,2,3,10,0,1,8,Core Contributor,9,1,0.09795572510771904,0
25,1,Travel_Rarely,688,Research & Development,3,3,Medical,1,Male,91,3,1,Laboratory Technician,1,Married,4031.0,9396,5,0,13,3,3,1,6,5,3,2,2,0,2,Core Contributor,2,0,0.5630483383590039,1
52,0,Travel_Rarely,319,Research & Development,3,3,Medical,4,Male,39,2,3,Manufacturing Director,3,Married,7969.0,19609,2,1,14,3,3,0,28,4,3,5,4,0,4,Executive/Late Career,5,0,0.08806982269867052,0
45,0,Travel_Rarely,192,Research & Development,10,2,Life Sciences,1,Male,69,3,1,Research Scientist,4,Married,2654.0,9655,3,0,21,4,4,2,8,3,2,2,2,0,2,Executive/Late Career,2,0,0.07239360202036917,0
52,0,Travel_Rarely,1490,Research & Development,4,2,Life Sciences,4,Female,30,3,4,Manager,4,Married,16555.0,10310,2,0,13,3,4,0,31,2,1,5,2,1,4,Executive/Late Career,4,0,0.03645157782563884,0
42,0,Travel_Frequently,532,Research & Development,29,2,Life Sciences,1,Female,92,3,2,Research Scientist,3,Divorced,4556.0,12932,2,0,11,3,2,1,19,3,3,5,4,0,2,Senior/Management,5,0,0.0956447248832362,0
30,0,Travel_Rarely,317,Research & Development,2,3,Life Sciences,3,Female,43,1,2,Manufacturing Director,4,Single,6091.0,24793,2,0,20,4,3,0,11,2,3,5,4,0,2,Core Contributor,5,0,0.07550940765278202,0
60,0,Travel_Rarely,422,Research & Development,7,3,Life Sciences,1,Female,41,3,5,Manager,1,Married,19566.0,3854,5,0,11,3,4,0,33,5,1,29,8,11,10,Executive/Late Career,18,0,0.0665313772597958,0
46,0,Travel_Rarely,1485,Research & Development,18,3,Medical,3,Female,87,3,2,Manufacturing Director,3,Divorced,4810.0,26314,2,0,14,3,3,1,19,5,2,10,7,0,8,Executive/Late Career,10,0,0.04233459337361328,0
42,0,Travel_Frequently,1368,Research & Development,28,4,Technical Degree,4,Female,88,2,2,Healthcare Representative,4,Married,4523.0,4386,0,0,11,3,4,3,7,4,4,6,5,0,4,Senior/Management,6,0,0.04720300715147707,0
24,1,Travel_Rarely,1448,Sales,1,1,Technical Degree,1,Female,62,3,1,Sales Representative,2,Single,3202.0,21972,1,1,16,3,2,0,6,4,3,5,3,1,4,Early Career,4,0,0.6944526372537247,1
34,1,Travel_Frequently,296,Sales,6,2,Marketing,4,Female,33,1,1,Sales Representative,3,Divorced,2351.0,12253,0,0,16,3,4,1,3,3,2,2,2,1,0,Core Contributor,1,0,0.7245673208672828,1
38,0,Travel_Frequently,1490,Research & Development,2,2,Life Sciences,4,Male,42,3,1,Laboratory Technician,4,Married,1702.0,12106,1,1,23,4,3,1,1,3,3,1,0,0,0,Senior/Management,1,1,0.14222665249724972,0
40,0,Travel_Rarely,1398,Sales,2,4,Life Sciences,3,Female,79,3,5,Manager,3,Married,18041.0,13022,0,0,14,3,4,0,21,2,3,20,15,1,12,Senior/Management,19,0,0.02001410174869762,0
26,0,Travel_Rarely,1349,Research & Development,23,3,Life Sciences,1,Female,90,3,1,Research Scientist,4,Divorced,2886.0,3032,1,0,22,4,2,2,3,3,1,3,2,0,2,Core Contributor,3,0,0.03521412412798453,0
30,0,Non-Travel,1400,Research & Development,3,3,Life Sciences,3,Male,53,3,1,Laboratory Technician,4,Married,2097.0,16734,4,0,15,3,3,1,9,3,1,5,3,1,4,Core Contributor,4,0,0.16133220221414413,0
29,0,Travel_Rarely,986,Research & Development,3,4,Medical,2,Male,93,2,3,Research Director,3,Married,11935.0,21526,1,0,18,3,3,0,10,2,3,10,2,0,7,Core Contributor,10,0,0.06110017123775324,0
29,1,Travel_Rarely,408,Research & Development,25,5,Technical Degree,3,Female,71,2,1,Research Scientist,2,Married,2546.0,18300,5,0,16,3,2,0,6,2,4,2,2,1,1,Core Contributor,1,0,0.7091689550026036,1
19,1,Travel_Rarely,489,Human Resources,2,2,Technical Degree,1,Male,52,2,1,Human Resources,4,Single,2564.0,18437,1,0,12,3,3,0,1,3,4,1,0,0,0,Early Career,1,1,0.8473723837591198,1
30,0,Non-Travel,1398,Sales,22,4,Other,3,Female,69,3,3,Sales Executive,1,Married,8412.0,2890,0,0,11,3,3,0,10,3,3,9,8,7,8,Core Contributor,2,0,0.19981658760021573,0
57,0,Travel_Rarely,210,Sales,29,3,Marketing,1,Male,56,2,4,Manager,4,Divorced,14118.0,22102,3,0,12,3,3,1,32,3,2,1,0,0,0,Executive/Late Career,1,1,0.0773598317046601,0
50,0,Travel_Rarely,1099,Research & Development,29,4,Life Sciences,2,Male,88,2,4,Manager,3,Married,17046.0,9314,0,0,15,3,2,1,28,2,3,27,10,15,7,Executive/Late Career,12,0,0.02922268264909792,0
30,0,Non-Travel,1116,Research & Development,2,3,Medical,3,Female,49,3,1,Laboratory Technician,4,Single,2564.0,7181,0,0,14,3,3,0,12,2,2,11,7,6,7,Core Contributor,5,0,0.07300068079328904,0
60,0,Travel_Frequently,1499,Sales,28,3,Marketing,3,Female,80,2,3,Sales Executive,1,Married,10266.0,2845,4,0,19,3,4,0,22,5,4,18,13,13,11,Executive/Late Career,5,0,0.07953690269369151,0
47,0,Travel_Rarely,983,Research & Development,2,2,Medical,1,Female,65,3,2,Manufacturing Director,4,Divorced,5070.0,7389,5,0,13,3,3,3,20,2,3,5,0,0,4,Executive/Late Career,5,1,0.0646433087191678,0
46,0,Travel_Rarely,1009,Research & Development,2,3,Life Sciences,1,Male,51,3,4,Research Director,3,Married,17861.0,2288,6,0,13,3,3,0,26,2,1,3,2,0,1,Executive/Late Career,3,0,0.04894310117389256,0
35,0,Travel_Rarely,144,Research & Development,22,3,Life Sciences,4,Male,46,1,1,Laboratory Technician,3,Single,4230.0,19225,0,0,15,3,3,0,6,2,3,5,4,4,3,Senior/Management,1,0,0.1236129210020631,0
54,0,Travel_Rarely,548,Research & Development,8,4,Life Sciences,3,Female,42,3,2,Laboratory Technician,3,Single,3780.0,23428,7,0,11,3,3,0,19,3,3,1,0,0,0,Executive/Late Career,1,1,0.11282856001867148,0
34,0,Travel_Rarely,1303,Research & Development,2,4,Life Sciences,4,Male,62,2,1,Research Scientist,3,Divorced,2768.0,8416,3,0,12,3,3,1,14,3,3,7,3,5,7,Core Contributor,2,0,0.048142918491233255,0
46,0,Travel_Rarely,1125,Sales,10,3,Marketing,3,Female,94,2,3,Sales Executive,4,Married,9071.0,11563,2,1,19,3,3,1,15,3,3,3,2,1,2,Executive/Late Career,2,0,0.09714809017406804,0
31,0,Travel_Rarely,1274,Research & Development,9,1,Life Sciences,3,Male,33,3,3,Manufacturing Director,2,Divorced,10648.0,14394,1,0,25,4,4,1,13,6,4,13,8,0,8,Core Contributor,13,0,0.03410722134117607,0
33,1,Travel_Rarely,1277,Research & Development,15,1,Medical,2,Male,56,3,3,Manager,3,Married,13610.0,24619,7,1,12,3,4,0,15,2,4,7,6,7,7,Core Contributor,0,0,0.5424660666645618,1
33,1,Travel_Rarely,587,Research & Development,10,1,Medical,1,Male,38,1,1,Laboratory Technician,4,Divorced,3408.0,6705,7,0,13,3,1,3,8,2,3,4,3,1,3,Core Contributor,3,0,0.6069184314315694,1
30,0,Travel_Rarely,413,Sales,7,1,Marketing,4,Male,57,3,1,Sales Representative,2,Single,2983.0,18398,0,0,14,3,1,0,4,3,3,3,2,1,2,Core Contributor,2,0,0.1559162556246662,0
35,0,Travel_Rarely,1276,Research & Development,16,3,Life Sciences,4,Male,72,3,3,Healthcare Representative,3,Married,7632.0,14295,4,1,12,3,3,0,10,2,3,8,7,0,0,Senior/Management,8,0,0.09260686863508807,0
31,1,Travel_Frequently,534,Research & Development,20,3,Life Sciences,1,Male,66,3,3,Healthcare Representative,3,Married,9824.0,22908,3,0,12,3,1,0,12,2,3,1,0,0,0,Core Contributor,1,1,0.8091495710506307,1
34,1,Travel_Frequently,988,Human Resources,23,3,Human Resources,2,Female,43,3,3,Human Resources,1,Divorced,9950.0,11533,9,1,15,3,3,3,11,2,3,3,2,0,2,Core Contributor,3,0,0.5791279348724568,1
42,0,Travel_Frequently,1474,Research & Development,5,2,Other,2,Male,97,3,1,Laboratory Technician,3,Married,2093.0,9260,4,0,17,3,4,1,8,4,3,2,2,2,0,Senior/Management,0,0,0.07946119766356043,0
36,0,Non-Travel,635,Sales,10,4,Medical,2,Male,32,3,3,Sales Executive,4,Single,9980.0,15318,1,0,14,3,4,0,10,3,2,10,3,9,7,Senior/Management,1,0,0.2060428401813087,0
22,1,Travel_Frequently,1368,Research & Development,4,1,Technical Degree,3,Male,99,2,1,Laboratory Technician,3,Single,3894.0,9129,5,0,16,3,3,0,4,3,3,2,2,1,2,Early Career,1,0,0.6398525661451565,1
48,0,Travel_Rarely,163,Sales,2,5,Marketing,2,Female,37,3,2,Sales Executive,4,Married,4051.0,19658,2,0,14,3,1,1,14,2,3,9,7,6,7,Executive/Late Career,3,0,0.13108428289108293,0
55,0,Travel_Rarely,1117,Sales,18,5,Life Sciences,1,Female,83,3,4,Manager,2,Single,16835.0,9873,3,0,23,4,4,0,37,2,3,10,9,7,7,Executive/Late Career,3,0,0.0900027305552759,0
41,0,Non-Travel,267,Sales,10,2,Life Sciences,4,Male,56,3,2,Sales Executive,4,Single,6230.0,13430,7,0,14,3,4,0,16,3,3,14,3,1,10,Senior/Management,13,0,0.1268479893016941,0
35,0,Travel_Rarely,619,Sales,1,3,Marketing,2,Male,85,3,2,Sales Executive,3,Married,4717.0,18659,9,0,11,3,3,0,15,2,3,11,9,6,9,Senior/Management,5,0,0.11195586503590364,0
40,0,Travel_Rarely,302,Research & Development,6,3,Life Sciences,2,Female,75,3,4,Manufacturing Director,3,Single,13237.0,20364,7,0,15,3,3,0,22,3,3,20,6,5,13,Senior/Management,15,0,0.030895765090088453,0
39,0,Travel_Frequently,443,Research & Development,8,1,Life Sciences,3,Female,48,3,1,Laboratory Technician,3,Married,3755.0,17872,1,0,11,3,1,1,8,3,3,8,3,0,7,Senior/Management,8,0,0.12659974857262069,0
31,0,Travel_Rarely,828,Sales,2,1,Life Sciences,2,Male,77,3,2,Sales Executive,4,Single,6582.0,8346,4,1,13,3,3,0,10,2,4,6,5,0,5,Core Contributor,6,0,0.19390893524111227,0
42,0,Travel_Rarely,319,Research & Development,24,3,Medical,4,Male,56,3,3,Manufacturing Director,1,Married,7406.0,6950,1,1,21,4,4,1,10,5,2,10,9,5,8,Senior/Management,5,0,0.07483407234503764,0
45,0,Travel_Rarely,561,Sales,2,3,Other,4,Male,61,3,2,Sales Executive,2,Married,4805.0,16177,0,0,19,3,2,1,9,3,4,8,7,3,7,Executive/Late Career,5,0,0.05646298292835254,0
26,1,Travel_Frequently,426,Human Resources,17,4,Life Sciences,2,Female,58,3,1,Human Resources,3,Divorced,2741.0,22808,0,1,11,3,2,1,8,2,2,7,7,1,0,Core Contributor,6,0,0.6657282641814046,1
29,0,Travel_Rarely,232,Research & Development,19,3,Technical Degree,4,Male,34,3,2,Manufacturing Director,4,Divorced,4262.0,22645,4,0,12,3,2,2,8,2,4,3,2,1,2,Core Contributor,2,0,0.11160316453590495,0
33,0,Travel_Rarely,922,Research & Development,1,5,Medical,1,Female,95,4,4,Research Director,3,Divorced,16184.0,22578,4,0,19,3,3,1,10,2,3,6,1,0,5,Core Contributor,6,1,0.07735294573740034,0
31,0,Travel_Rarely,688,Sales,7,3,Life Sciences,3,Male,44,2,3,Manager,4,Divorced,11557.0,25291,9,0,21,4,3,1,10,3,2,5,4,0,1,Core Contributor,5,0,0.14129368123764258,0
18,1,Travel_Frequently,1306,Sales,5,3,Marketing,2,Male,69,3,1,Sales Representative,2,Single,1878.0,8059,1,1,14,3,4,0,0,3,3,0,0,0,0,Early Career,0,1,0.8983336002464912,1
40,0,Non-Travel,1094,Sales,28,3,Other,3,Male,58,1,3,Sales Executive,1,Divorced,10932.0,11373,3,0,15,3,3,1,20,2,3,1,0,0,1,Senior/Management,1,1,0.13090942465418817,0
41,0,Non-Travel,509,Research & Development,2,4,Other,1,Female,62,2,2,Healthcare Representative,3,Single,6811.0,2112,2,1,17,3,1,0,10,3,3,8,7,0,7,Senior/Management,8,0,0.20439049667588846,0
26,0,Travel_Rarely,775,Sales,29,2,Medical,1,Male,45,3,2,Sales Executive,3,Divorced,4306.0,4267,5,0,12,3,1,2,8,5,3,0,0,0,0,Core Contributor,0,1,0.16395314472815314,0
35,0,Travel_Rarely,195,Sales,1,3,Medical,1,Female,80,3,2,Sales Executive,3,Single,4859.0,6698,1,0,16,3,4,0,5,3,3,5,4,0,3,Senior/Management,5,0,0.09365079174595284,0
34,0,Travel_Rarely,258,Sales,21,4,Life Sciences,4,Male,74,4,2,Sales Executive,4,Single,5337.0,19921,1,0,12,3,4,0,10,3,3,10,7,5,7,Core Contributor,5,0,0.11498814771112079,0
26,1,Travel_Rarely,471,Research & Development,24,3,Technical Degree,3,Male,66,1,1,Laboratory Technician,4,Single,2340.0,23213,1,1,18,3,2,0,1,3,1,1,0,0,0,Core Contributor,1,1,0.9389668217633319,1
37,0,Travel_Rarely,799,Research & Development,1,3,Technical Degree,2,Female,59,3,3,Manufacturing Director,4,Single,7491.0,23848,4,0,17,3,4,0,12,3,4,6,5,1,2,Senior/Management,5,0,0.0417235116435178,0
46,0,Travel_Frequently,1034,Research & Development,18,1,Medical,1,Female,86,3,3,Healthcare Representative,3,Married,10527.0,8984,5,0,11,3,4,0,28,3,2,2,2,1,2,Executive/Late Career,1,0,0.13315123450063113,0
41,0,Travel_Rarely,1276,Sales,2,5,Life Sciences,2,Female,91,3,4,Manager,1,Married,16595.0,5626,7,0,16,3,2,1,22,2,3,18,16,11,8,Senior/Management,7,0,0.03814091206982877,0
37,0,Non-Travel,142,Sales,9,4,Medical,1,Male,69,3,3,Sales Executive,2,Divorced,8834.0,24666,1,0,13,3,4,1,9,6,3,9,5,7,7,Senior/Management,2,0,0.14804913106195666,0
52,0,Travel_Rarely,956,Research & Development,6,2,Technical Degree,4,Male,78,3,2,Research Scientist,1,Divorced,5577.0,22087,3,1,12,3,2,2,18,3,3,10,9,6,9,Executive/Late Career,4,0,0.05033748976483267,0
32,1,Non-Travel,1474,Sales,11,4,Other,4,Male,60,4,2,Sales Executive,3,Married,4707.0,23914,8,0,12,3,4,0,6,2,3,4,2,1,2,Core Contributor,3,0,0.6185471746818895,1
24,0,Travel_Frequently,535,Sales,24,3,Medical,4,Male,38,3,1,Sales Representative,4,Married,2400.0,5530,0,0,13,3,3,2,3,3,3,2,2,2,1,Early Career,0,0,0.09138712063869042,0
38,0,Travel_Rarely,1495,Research & Development,10,3,Medical,3,Female,76,3,2,Healthcare Representative,3,Married,9824.0,22174,3,0,19,3,3,1,18,4,3,1,0,0,0,Senior/Management,1,1,0.12583488004093574,0
37,0,Travel_Rarely,446,Research & Development,1,4,Life Sciences,2,Female,65,3,2,Manufacturing Director,2,Married,6447.0,15701,6,0,12,3,2,1,8,2,2,6,5,4,3,Senior/Management,2,0,0.058827734827667524,0
49,0,Travel_Rarely,1245,Research & Development,18,4,Life Sciences,4,Male,58,2,5,Research Director,3,Divorced,19502.0,2125,1,1,17,3,3,1,31,5,3,31,9,0,9,Executive/Late Career,31,0,0.03571794502828751,0
24,0,Travel_Rarely,691,Research & Development,23,3,Medical,2,Male,89,4,1,Research Scientist,4,Married,2725.0,21630,1,1,11,3,2,2,6,3,3,6,5,1,4,Early Career,5,0,0.3196394338880754,1
26,0,Travel_Rarely,703,Sales,28,2,Marketing,1,Male,66,3,2,Sales Executive,2,Married,6272.0,7428,1,0,20,4,4,2,6,5,4,5,3,1,4,Core Contributor,4,0,0.18740005426316628,0
24,0,Travel_Rarely,823,Research & Development,17,2,Other,4,Male,94,2,1,Laboratory Technician,2,Married,2127.0,9100,1,0,21,4,4,1,1,2,3,1,0,0,0,Early Career,1,1,0.5343270510494115,1
50,0,Travel_Frequently,1246,Human Resources,3,3,Medical,1,Male,99,3,5,Manager,2,Married,18200.0,7999,1,0,11,3,3,1,32,2,3,32,5,10,7,Executive/Late Career,22,0,0.06870598065158579,0
25,0,Travel_Rarely,622,Sales,13,1,Medical,2,Male,40,3,1,Sales Representative,3,Married,2096.0,26376,1,0,11,3,3,0,7,1,3,7,4,0,6,Core Contributor,7,0,0.13650666567589173,0
24,1,Travel_Frequently,1287,Research & Development,7,3,Life Sciences,1,Female,55,3,1,Laboratory Technician,3,Married,2886.0,14168,1,1,16,3,4,1,6,4,3,6,3,1,2,Early Career,5,0,0.7182793970819416,1
30,1,Travel_Frequently,448,Sales,12,4,Life Sciences,2,Male,74,2,1,Sales Representative,1,Married,2033.0,14470,1,0,18,3,3,1,1,2,4,1,0,0,0,Core Contributor,1,1,0.7967332215304342,1
34,0,Travel_Rarely,254,Research & Development,1,2,Life Sciences,2,Male,83,2,1,Research Scientist,4,Married,3622.0,22794,1,1,13,3,4,1,6,3,3,6,5,1,3,Core Contributor,5,0,0.168507216676732,0
31,1,Travel_Rarely,1365,Sales,13,4,Medical,2,Male,46,3,2,Sales Executive,1,Divorced,4233.0,11512,2,0,17,3,3,0,9,2,1,3,1,1,2,Core Contributor,2,1,0.660835807360815,1
35,0,Travel_Rarely,538,Research & Development,25,2,Other,1,Male,54,2,2,Laboratory Technician,4,Single,3681.0,14004,4,0,14,3,4,0,9,3,3,3,2,0,2,Senior/Management,3,0,0.20301513276703925,0
31,0,Travel_Rarely,525,Sales,6,4,Medical,1,Male,66,4,2,Sales Executive,4,Divorced,5460.0,6219,4,0,22,4,4,2,13,4,4,7,7,5,7,Core Contributor,2,0,0.08933541869973347,0
27,0,Travel_Rarely,798,Research & Development,6,4,Medical,1,Female,66,2,1,Research Scientist,3,Divorced,2187.0,5013,0,0,12,3,3,2,6,5,2,5,3,0,3,Core Contributor,5,0,0.04057715252141939,0
37,0,Travel_Rarely,558,Sales,2,3,Marketing,4,Male,75,3,2,Sales Executive,3,Married,9602.0,3010,4,1,11,3,3,1,17,3,2,3,0,1,0,Senior/Management,2,1,0.1456906863855154,0
20,0,Travel_Rarely,959,Research & Development,1,3,Life Sciences,4,Female,83,2,1,Research Scientist,2,Single,2836.0,11757,1,0,13,3,4,0,1,0,4,1,0,0,0,Early Career,1,1,0.20223320438606776,0
42,0,Travel_Rarely,622,Research & Development,2,4,Life Sciences,3,Female,81,3,2,Healthcare Representative,4,Married,4089.0,5718,1,0,13,3,2,2,10,4,3,10,2,2,2,Senior/Management,8,0,0.06145429952409352,0
43,0,Travel_Rarely,782,Research & Development,6,4,Other,2,Male,50,2,4,Research Director,4,Divorced,16627.0,2671,4,1,14,3,3,1,21,3,2,1,0,0,0,Senior/Management,1,1,0.03564356853294106,0
38,0,Travel_Rarely,362,Research & Development,1,1,Life Sciences,3,Female,43,3,1,Research Scientist,1,Single,2619.0,14561,3,0,17,3,4,0,8,3,2,0,0,0,0,Senior/Management,0,1,0.16373393891630553,0
43,0,Travel_Frequently,1001,Research & Development,9,5,Medical,4,Male,72,3,2,Laboratory Technician,3,Divorced,5679.0,19627,3,1,13,3,2,1,10,3,3,8,7,4,7,Senior/Management,4,0,0.07369474273876557,0
48,0,Travel_Rarely,1236,Research & Development,1,4,Life Sciences,4,Female,40,2,4,Manager,1,Married,15402.0,17997,7,0,11,3,1,1,21,3,1,3,2,0,2,Executive/Late Career,3,0,0.04191947032112928,0
44,0,Travel_Rarely,1112,Human Resources,1,4,Life Sciences,1,Female,50,2,2,Human Resources,3,Single,5985.0,26894,4,0,11,3,2,0,10,1,4,2,2,0,2,Senior/Management,2,0,0.10508327944946289,0
34,0,Travel_Rarely,204,Sales,14,3,Technical Degree,3,Female,31,3,1,Sales Representative,3,Divorced,2579.0,2912,1,1,18,3,4,2,8,3,3,8,2,0,6,Core Contributor,8,0,0.12894405228120553,0
27,1,Travel_Rarely,1420,Sales,2,1,Marketing,3,Male,85,3,1,Sales Representative,1,Divorced,3041.0,16346,0,0,11,3,2,1,5,3,3,4,3,0,2,Core Contributor,4,0,0.5870880757602235,1
21,0,Travel_Rarely,1343,Sales,22,1,Technical Degree,3,Male,49,3,1,Sales Representative,3,Single,3447.0,24444,1,0,11,3,3,0,3,2,3,3,2,1,2,Early Career,2,0,0.25773838234116864,0
44,0,Travel_Rarely,1315,Research & Development,3,4,Other,4,Male,35,3,5,Manager,4,Married,19513.0,9358,4,1,12,3,1,1,26,2,4,2,2,0,1,Senior/Management,2,0,0.0730557844936655,0
22,0,Travel_Rarely,604,Research & Development,6,1,Medical,1,Male,69,3,1,Research Scientist,3,Married,2773.0,12145,0,0,20,4,4,0,3,3,3,2,2,2,2,Early Career,0,0,0.0959560514469976,0
33,0,Travel_Rarely,1216,Sales,8,4,Marketing,3,Male,39,3,2,Sales Executive,3,Divorced,7104.0,20431,0,0,12,3,4,0,6,3,3,5,0,1,2,Core Contributor,4,1,0.09289629493487907,0
32,0,Travel_Rarely,646,Research & Development,9,4,Life Sciences,1,Female,92,3,2,Research Scientist,4,Married,6322.0,18089,1,1,12,3,4,1,6,2,2,6,4,0,5,Core Contributor,6,0,0.1037588631454317,0
30,0,Travel_Frequently,160,Research & Development,3,3,Medical,3,Female,71,3,1,Research Scientist,3,Divorced,2083.0,22653,1,0,20,4,3,1,1,2,3,1,0,0,0,Core Contributor,1,1,0.19924741237034627,0
53,0,Travel_Rarely,238,Sales,1,1,Medical,4,Female,34,3,2,Sales Executive,1,Single,8381.0,7507,7,0,20,4,4,0,18,2,4,14,7,8,10,Executive/Late Career,6,0,0.10380549244824414,0
34,0,Travel_Rarely,1397,Research & Development,1,5,Life Sciences,2,Male,42,3,1,Research Scientist,4,Married,2691.0,7660,1,0,12,3,4,1,10,4,2,10,9,8,8,Core Contributor,2,0,0.060870716360698955,0
45,1,Travel_Frequently,306,Sales,26,4,Life Sciences,1,Female,100,3,2,Sales Executive,1,Married,4286.0,5630,2,0,14,3,4,2,5,4,3,1,1,0,0,Executive/Late Career,1,1,0.6583566898570035,1
26,0,Travel_Rarely,991,Research & Development,6,3,Life Sciences,3,Female,71,3,1,Laboratory Technician,4,Married,2659.0,17759,1,1,13,3,3,1,3,2,3,3,2,0,2,Core Contributor,3,0,0.32920353549513104,1
37,0,Travel_Rarely,482,Research & Development,3,3,Other,3,Male,36,3,3,Manufacturing Director,3,Married,9434.0,9606,1,0,15,3,3,1,10,2,3,10,7,7,8,Senior/Management,3,0,0.05204094438504486,0
29,0,Travel_Rarely,1176,Sales,3,2,Medical,2,Female,62,3,2,Sales Executive,3,Married,5561.0,3487,1,0,14,3,1,1,6,5,2,6,0,1,2,Core Contributor,5,1,0.041148497863736255,0
35,0,Travel_Rarely,1017,Research & Development,6,4,Life Sciences,2,Male,82,1,2,Research Scientist,4,Single,6646.0,19368,1,0,13,3,2,0,17,3,3,17,11,11,8,Senior/Management,6,0,0.02707258337397894,0
33,0,Travel_Frequently,1296,Research & Development,6,3,Life Sciences,3,Male,30,3,2,Healthcare Representative,4,Divorced,7725.0,5335,3,0,23,4,3,1,15,2,1,13,11,4,7,Core Contributor,9,0,0.018103086738954586,0
54,0,Travel_Rarely,397,Human Resources,19,4,Medical,3,Male,88,3,3,Human Resources,2,Married,10725.0,6729,2,0,15,3,3,1,16,1,4,9,7,7,1,Executive/Late Career,2,0,0.09165643189231237,0
36,0,Travel_Rarely,913,Research & Development,9,2,Medical,2,Male,48,2,2,Manufacturing Director,2,Divorced,8847.0,13934,2,1,11,3,3,1,13,2,3,3,2,0,2,Senior/Management,3,0,0.09125271679033346,0
27,0,Travel_Rarely,1115,Research & Development,3,4,Medical,1,Male,54,2,1,Research Scientist,4,Single,2045.0,15174,0,0,13,3,4,0,5,0,3,4,2,1,1,Core Contributor,3,0,0.10647210085893154,0
20,1,Travel_Rarely,1362,Research & Development,10,1,Medical,4,Male,32,3,1,Research Scientist,3,Single,1009.0,26999,1,1,11,3,4,0,1,5,3,1,0,1,1,Early Career,0,1,0.7639481494862124,1
33,1,Travel_Frequently,1076,Research & Development,3,3,Life Sciences,1,Male,70,3,1,Research Scientist,1,Single,3348.0,3164,1,1,11,3,1,0,10,3,3,10,8,9,7,Core Contributor,1,0,0.4930137579796282,1
35,0,Non-Travel,727,Research & Development,3,3,Life Sciences,3,Male,41,2,1,Laboratory Technician,3,Married,1281.0,16900,1,0,18,3,3,2,1,3,3,1,0,0,0,Senior/Management,1,1,0.1364516252213205,0
23,0,Travel_Rarely,885,Research & Development,4,3,Medical,1,Male,58,4,1,Research Scientist,1,Married,2819.0,8544,2,0,16,3,1,1,5,3,4,3,2,0,2,Early Career,3,0,0.108848204543974,0
